Company,Model,Odometer reading,fuel,transmission,owner,mileage,engine,max_power,seats,Price
Maruti,2011,94000,Petrol,Manual,Third,18.9,998,67.1,5,200000
Hyundai,2016,112000,Diesel,Manual,First,22.54,1396,88.73,5,616000
Tata,2011,120000,Diesel,Manual,First,19.4,1405,70,5,210000
Maruti,2016,70000,Diesel,Manual,First,24.52,1248,88.5,7,1000000
Tata,2018,60000,Diesel,Manual,First,22.95,1248,74,5,539000
Maruti,2012,123000,Petrol,Manual,First,18.6,1197,85.8,5,328000
Hyundai,2019,5000,Petrol,Manual,First,17.19,1197,81.86,5,800000
Mahindra,2019,23000,Diesel,Manual,First,17.3,1497,121,7,1075000
Honda,2012,50000,Petrol,Manual,Second,19.4,1198,86.8,5,310000
Tata,2008,80000,Diesel,Manual,First,12.2,1948,68,10,200000
Ford,2017,70000,Diesel,Manual,Second,25.83,1498,99,5,550000
Maruti,2012,70000,Diesel,Manual,Second,23.2,1248,73.94,5,220000
Honda,2015,80000,Diesel,Manual,First,26,1498,98.6,5,650000
Hyundai,2014,90000,Petrol,Manual,First,21.1,814,55.2,5,280000
Toyota,2010,160000,Diesel,Manual,First,12.8,2494,102,7,650000
Maruti,2014,90000,Diesel,Manual,First,20.77,1248,88.8,7,560000
Mahindra,2014,78000,Diesel,Manual,First,11.68,2498,112,7,390000
Honda,2014,120000,Petrol,Manual,First,17.4,1497,117.3,5,725000
Mahindra,2019,20000,Petrol,Manual,First,17,1197,110,5,1132000
Audi,2012,70000,Diesel,Automatic,First,12.07,2967,241.4,7,1850000
Hyundai,2015,63063,Petrol,Automatic,First,18.9,1197,82,5,465000
Tata,2010,120000,Diesel,Manual,Third,18.8,1248,90,5,300000
Lexus,2019,20000,Petrol,Automatic,First,22.37,2487,214.56,5,5150000
Fiat,2015,67000,Diesel,Manual,First,21.2,1248,75,5,550000
Hyundai,2016,80000,Diesel,Manual,First,23.9,1582,126.2,5,800000
Hyundai,2011,108000,Diesel,Manual,First,22.32,1582,126.3,5,450000
Honda,2017,40000,Diesel,Manual,First,25.5,1498,98.6,5,900000
Ford,2011,100000,Petrol,Manual,First,15.3,1596,99.6,5,229999
Nissan,2016,36000,Diesel,Manual,First,19.01,1461,108.5,5,800000
Renault,2016,30000,Petrol,Manual,First,25.17,799,53.3,5,260000
Maruti,2018,69779,Petrol,Automatic,First,22,1197,81.8,5,600000
Renault,2018,30000,Petrol,Manual,First,23.01,999,67,5,330000
Tata,2007,80000,Petrol,Manual,Third,15.3,1193,65.3,5,80000
Maruti,2002,52365,Petrol,Manual,Second,16.1,796,37,4,60000
Maruti,1997,110000,Petrol,Manual,Second,16.1,796,37,4,50000
Hyundai,2015,30000,Petrol,Manual,First,18.9,1197,82,5,511000
Fiat,2012,77000,Diesel,Manual,First,20.4,1248,91.7,5,300000
Fiat,2013,90000,Diesel,Manual,First,20.3,1248,92,5,400000
Ford,2017,30000,Diesel,Manual,First,25.83,1498,99,5,600000
Maruti,2016,27000,Petrol,Manual,First,23.1,998,67.04,5,459999
Maruti,2008,58632,Petrol,Manual,Second,14,796,35,5,114999
Ford,2012,81632,Diesel,Manual,First,20,1399,68,5,425000
Maruti,2013,58343,Petrol,Manual,First,21.79,998,67.05,5,225000
Maruti,2016,75000,Petrol,Manual,First,23.95,998,67.05,5,285000
Hyundai,2017,30000,Petrol,Manual,First,21.1,814,55.2,5,340000
Maruti,2017,12000,Petrol,Manual,First,23.1,998,67.04,5,425000
Maruti,2019,5621,Petrol,Automatic,First,22,1197,81.8,5,650000
Volkswagen,2013,54327,Petrol,Automatic,Second,17.2,1197,103.6,5,453000
Maruti,2018,40000,Petrol,Manual,First,23.95,998,67.05,5,350000
Chevrolet,2011,78432,Diesel,Manual,First,16.52,1991,123.7,5,415000
Maruti,2000,100000,Petrol,Manual,Third,16.1,796,37,4,65000
Hyundai,2010,148000,Diesel,Manual,Second,23,1396,90,5,350000
Volkswagen,2010,100000,Diesel,Manual,First,15,1896,105,5,400000
Hyundai,2018,70000,Diesel,Manual,First,22,1582,126.2,5,950000
Tata,2017,50000,Diesel,Manual,First,22.95,1248,74,5,450000
Maruti,2017,20000,Petrol,Manual,First,24.7,796,47.3,5,330000
Skoda,2011,64481,Diesel,Manual,Second,20.5,1598,103.5,5,411000
Hyundai,2012,120000,LPG,Manual,First,21.1,814,55.2,5,222000
Maruti,2014,25000,Petrol,Manual,First,22.74,796,47.3,5,250000
Mahindra,2012,90000,Diesel,Manual,Third,12.05,2179,120,8,540000
Ford,2017,60000,Diesel,Manual,First,22.77,1498,98.59,5,850000
Honda,2019,4500,Petrol,Manual,First,19.5,1199,88.76,5,700000
Hyundai,2017,63186,Diesel,Manual,First,22.54,1396,88.73,5,850000
Hyundai,2018,29000,Petrol,Automatic,First,17.4,1197,81.86,5,890000
BMW,2019,8500,Diesel,Automatic,First,16.78,1995,190,5,5500000
Hyundai,2015,35000,Petrol,Manual,First,17.01,1591,121.3,5,795000
Maruti,2019,10000,Petrol,Manual,First,21.21,1197,81.8,5,675000
Mahindra,2015,133000,Diesel,Manual,Second,15.4,2179,120,7,1000000
Honda,2016,2118,Petrol,Manual,First,19.4,1198,86.8,5,475000
Renault,2017,30000,Petrol,Manual,First,23.01,999,67,5,300000
Maruti,2015,120000,Diesel,Manual,Second,26.21,1248,88.5,5,600000
Hyundai,2013,70000,Petrol,Manual,Second,20.36,1197,78.9,5,325000
Hyundai,2014,150360,Diesel,Manual,First,22.32,1582,126.32,5,645000
Mahindra,2019,53534,Diesel,Manual,First,15.96,2523,62.1,7,670000
Maruti,2017,60000,Diesel,Manual,First,28.4,1248,74.02,5,455000
Honda,2018,1000,Petrol,Automatic,First,18,1497,117.6,5,1085000
Maruti,2015,25000,Petrol,Manual,First,23.1,998,67.04,5,350000
Fiat,2015,60000,Diesel,Manual,Second,20.5,1248,91.72,5,459999
Hyundai,2010,190000,Diesel,Manual,Third,16.2,1493,110,5,250000
Volvo,2019,20000,Diesel,Automatic,First,18,1969,190,5,3800000
Tata,2012,230000,Diesel,Manual,First,23.57,1396,70,5,200000
Fiat,2013,133000,Diesel,Manual,First,20.3,1248,75,5,300000
Hyundai,2015,43000,Petrol,Manual,Second,21.1,814,55.2,5,250999
Mahindra,2013,100000,Diesel,Manual,First,15.96,2523,62.1,9,480000
Hyundai,2015,72000,Diesel,Manual,First,22.54,1396,88.73,5,615000
Hyundai,2020,32000,Petrol,Manual,First,20.14,1197,81.86,5,524000
Maruti,2010,170000,Petrol,Manual,Third,15.37,1196,73,5,150000
Maruti,2008,35008,Petrol,Manual,First,21.79,998,67.05,5,221000
Ford,2011,298000,Diesel,Manual,Second,13.1,2499,141,7,850000
Ford,2015,143000,Diesel,Manual,First,25.83,1498,99,5,400000
Hyundai,2016,56239,Diesel,Manual,First,22.54,1396,88.73,5,570000
Maruti,2018,62000,Diesel,Manual,First,28.4,1248,74,5,671000
Mahindra,2012,78500,Diesel,Manual,First,15.1,2179,140,7,950000
Mahindra,2013,85710,Diesel,Manual,First,15.1,2179,140,7,650000
Toyota,2012,160000,Diesel,Automatic,First,11.5,2982,169,7,1225000
Tata,2014,50700,Diesel,Manual,First,19.09,1405,69.01,5,300000
Maruti,2020,15000,Diesel,Manual,First,24.3,1248,88.5,5,810000
Toyota,2016,80000,Diesel,Manual,First,12.99,2494,100.6,7,950000
Maruti,2016,32000,Petrol,Manual,First,20.4,1197,81.8,5,500000
Maruti,2013,85000,Diesel,Manual,First,22.9,1248,74,5,350000
Maruti,2016,70000,Diesel,Manual,First,25.2,1248,74,5,630000
Chevrolet,2010,40000,Petrol,Manual,Second,18.6,1199,79.4,5,120000
Hyundai,2016,60000,Petrol,Manual,First,20.3,998,68.05,5,276000
Hyundai,2019,2286,Petrol,Automatic,First,18.15,998,118.35,5,1150000
Nissan,2015,35000,Diesel,Manual,First,20.45,1461,83.8,5,800000
Datsun,2016,70000,Petrol,Manual,Second,19.44,1198,67,7,325000
Maruti,2015,70000,Diesel,Manual,First,20.77,1248,88.76,7,580000
Mahindra,2018,26235,Diesel,Manual,First,16.55,2498,105,6,900000
Hyundai,2018,30000,Diesel,Manual,First,22.54,1396,88.73,5,800000
Maruti,2019,60000,Diesel,Manual,First,25.1,1248,88.5,5,900000
Tata,2012,90000,Diesel,Manual,Second,19,1405,71,5,275000
Maruti,2019,35000,CNG,Manual,First,26.6,998,58.16,5,459999
Toyota,2017,70000,Diesel,Automatic,First,15.04,2755,174.5,7,3100000
Maruti,2018,10000,Petrol,Manual,First,23.95,998,67.05,5,350000
Volkswagen,2015,120000,Diesel,Manual,Second,20.34,1498,103.2,5,550000
Maruti,2017,24400,Diesel,Manual,First,27.39,1248,74,5,740000
Volkswagen,2019,13000,Petrol,Manual,First,19.44,999,75,5,480000
Volkswagen,2017,50000,Diesel,Manual,First,22.27,1498,108.6,5,750000
Hyundai,2017,20000,Petrol,Manual,First,18.9,1197,81.86,5,500000
Maruti,2008,90000,Petrol,Manual,Second,18.9,998,67.1,5,135000
Ford,2019,30000,Diesel,Manual,First,23,1498,98.96,5,906000
Hyundai,2016,80000,Petrol,Manual,First,19.81,1086,68.05,5,380000
Hyundai,2015,41000,Petrol,Manual,First,18.6,1197,81.83,5,550000
Maruti,2016,83000,Diesel,Manual,First,24.3,1248,88.5,5,750000
Maruti,2018,10000,Petrol,Manual,Second,21.4,1197,83.1,5,700000
Hyundai,2015,60000,Petrol,Manual,First,18.6,1197,81.83,5,480000
Jaguar,2017,9000,Diesel,Automatic,First,13.6,1999,177,5,2711000
Tata,2018,50000,Petrol,Manual,First,23.84,1199,84,5,350000
Ford,2013,125531,Diesel,Manual,Second,22.77,1498,98.59,5,600000
Toyota,2015,40000,Diesel,Manual,First,12.99,2494,100.6,7,1150000
Renault,2018,20000,Petrol,Manual,First,23.01,999,67,5,275000
Maruti,2012,120000,Diesel,Manual,Second,21.5,1248,88.8,5,350000
Tata,2011,90000,Diesel,Manual,Second,13.55,2179,118.35,7,250000
Honda,2016,56494,Petrol,Manual,First,18.2,1199,88.7,5,550000
Maruti,2014,70000,Diesel,Manual,Fourth,23.4,1248,74,5,459999
Maruti,2014,50000,Petrol,Manual,First,19.1,1197,85.8,5,400000
Hyundai,2018,71500,Diesel,Manual,First,22.54,1396,88.73,5,825000
Honda,2013,50000,Diesel,Manual,First,25.8,1498,98.6,5,484999
Tata,2012,231438,Diesel,Manual,Second,18.4,1248,75,5,150000
Mahindra,2012,77000,Diesel,Manual,Second,15.1,2179,140,7,570000
Tata,2009,15000,Petrol,Manual,First,26,624,35,4,70000
Hyundai,2019,60000,Petrol,Manual,First,20.14,1197,81.86,5,500000
Honda,2008,110000,Petrol,Manual,Second,17.7,1497,78,5,105000
Toyota,2013,79328,Diesel,Manual,Second,12.99,2494,100.6,7,750000
Mahindra,2012,70000,Diesel,Manual,First,17.21,1493,100,7,250000
Maruti,2011,40000,Petrol,Manual,Third,19,998,67.1,5,300000
Maruti,2012,30000,Petrol,Manual,First,17.5,1298,85.8,5,350000
Maruti,2010,130000,Diesel,Manual,Third,17.8,1248,75,5,320000
Jaguar,2017,9000,Diesel,Automatic,First,13.6,1999,177,5,2711000
Fiat,2013,47000,Diesel,Manual,First,20.3,1248,75,5,250000
Maruti,2016,60000,Petrol,Manual,Second,20.85,1197,83.14,5,459999
Volkswagen,2010,120000,Diesel,Manual,Third,20.54,1598,103.6,5,320000
Tata,2018,55000,Petrol,Automatic,First,21.9,624,37.48,4,250000
Honda,2006,80000,Petrol,Manual,Second,16.9,1497,100,5,150000
Maruti,2010,60000,Petrol,Manual,Second,21.1,1197,85.8,5,320000
Toyota,2012,151000,Diesel,Manual,First,12.8,2494,102,8,1100000
Renault,2015,125000,Diesel,Manual,First,21.04,1461,83.8,8,600000
Mahindra,2008,120000,Diesel,Manual,Second,13.6,2523,63,7,190000
Tata,2009,48000,Diesel,Manual,Second,17,1405,71,5,152000
Tata,2010,120000,Diesel,Manual,First,17,1405,71,5,180000
Maruti,2016,6757,Petrol,Manual,First,21.01,1197,81.8,5,600000
Honda,2017,28000,Petrol,Manual,First,17.8,1497,117.3,5,860000
Tata,2002,120000,Diesel,Manual,First,14.07,2956,83.1,7,96000
Honda,2017,120000,Petrol,Manual,First,15.4,1497,117.3,7,595000
Lexus,2019,20000,Petrol,Automatic,First,22.37,2487,214.56,5,5150000
Tata,2016,25000,Petrol,Manual,First,17.57,1193,88.7,5,400000
Hyundai,2014,60000,Petrol,Manual,Second,18.9,1197,82,5,400000
Hyundai,2013,110000,Diesel,Manual,Second,21.27,1396,88.76,5,380000
Renault,2013,75010,Diesel,Automatic,First,13.73,1995,148,5,1000000
Maruti,2011,80000,Petrol,Manual,First,18.9,998,67.1,5,265000
Hyundai,2017,20000,Petrol,Manual,First,21.1,814,55.2,5,350000
Mahindra,2013,70000,Diesel,Manual,First,15.96,2523,63,9,500000
Tata,2014,50000,Petrol,Manual,Second,17.57,1193,88.7,5,360000
Mahindra,2010,120000,Diesel,Manual,Second,13.6,2523,63,7,315000
Chevrolet,2012,60000,Diesel,Manual,Second,25.44,936,57.6,5,120000
Chevrolet,2016,30000,Petrol,Manual,First,18.2,1199,82.4,5,400000
Mahindra,2013,120000,Diesel,Manual,Second,17.21,1493,100,7,300000
Maruti,2014,35000,Petrol,Manual,Second,20.51,998,67.04,5,310000
Toyota,2018,100000,Diesel,Automatic,First,12.9,2755,174.5,7,2940000
Hyundai,2018,19500,Petrol,Manual,First,18.6,1197,81.83,5,655000
Maruti,2018,52000,Petrol,Manual,First,22,1197,81.8,5,610000
Mahindra,2017,25000,Diesel,Manual,First,16,2179,140,7,1350000
Maruti,2013,24000,Petrol,Manual,First,22.74,796,47.3,5,200000
Toyota,2017,25538,Petrol,Manual,First,16.78,1496,88.73,5,625000
Maruti,2017,43000,Petrol,Manual,First,20.85,1197,83.14,5,500000
Honda,2009,100000,Petrol,Automatic,Second,11.7,2354,177.6,5,400000
Maruti,2010,120000,Diesel,Manual,Second,19.3,1248,73.9,5,310000
Mahindra,2007,110000,Diesel,Manual,Fourth,12.7,2609,116.6,8,375000
Mahindra,2013,136000,Diesel,Manual,Second,15.96,2523,62.1,7,330000
Hyundai,2014,117000,Diesel,Manual,First,22.32,1582,126.32,5,700000
Hyundai,2016,25000,Petrol,Manual,First,17.19,1197,81.86,5,600000
BMW,2009,80000,Diesel,Automatic,Second,22.48,1995,187.74,5,975000
Maruti,2017,20000,Petrol,Manual,First,21.21,1197,81.8,5,550000
Mahindra,2011,80000,Diesel,Manual,Third,15.1,2179,140,7,590000
Honda,2016,56494,Petrol,Manual,First,18.2,1199,88.7,5,550000
Hyundai,2013,57000,Petrol,Manual,First,21.1,814,55.2,5,200000
Maruti,2014,120000,Diesel,Manual,Second,23.4,1248,74,5,465000
Maruti,2017,70000,Diesel,Manual,Second,23.65,1248,88.5,5,800000
Maruti,2014,15000,Diesel,Manual,First,25.2,1248,74,5,570000
Honda,2006,178500,Petrol,Manual,Third,17.7,1497,78,5,200000
Volvo,2019,20000,Diesel,Automatic,First,18,1969,190,5,3800000
Hyundai,2018,30000,Petrol,Manual,Second,18.6,1197,81.83,5,700000
Tata,2017,53000,Petrol,Manual,First,17.57,1193,88.7,5,400000
Hyundai,2017,56290,Diesel,Manual,First,24,1186,73.97,5,450000
Hyundai,2015,45000,Petrol,Manual,First,17.19,1197,81.86,5,500000
Mahindra,2014,80000,Diesel,Automatic,First,11.79,2179,120,8,800000
Maruti,2016,110000,Diesel,Manual,First,24.3,1248,88.5,5,610000
Tata,2017,53000,Diesel,Manual,First,17.6,2179,147.94,7,980000
Maruti,2017,80000,Petrol,Manual,First,20.73,1373,91.1,5,810000
Toyota,2011,120000,Diesel,Manual,Third,11.5,2982,171,7,975000
Ford,2011,170000,Diesel,Manual,Second,20,1399,68,5,200000
Toyota,2017,7000,Petrol,Automatic,Second,14.53,1794,138.1,5,1450000
Maruti,2017,60000,Diesel,Manual,First,28.4,1248,74.02,5,669000
Maruti,2017,42000,Petrol,Manual,First,24.7,796,47.3,5,250000
Maruti,2014,49025,Petrol,Manual,First,15.37,1196,73,5,300000
Hyundai,2005,120000,Petrol,Manual,First,13.2,1495,94,5,150000
Maruti,2015,70000,Petrol,Manual,First,16.02,1373,93.7,7,599000
Maruti,2010,65000,Petrol,Manual,Second,19,998,66.1,5,200000
Maruti,2018,9000,Petrol,Automatic,First,21.4,1197,83.1,5,740000
Toyota,2013,79328,Diesel,Manual,Second,12.99,2494,100.6,7,750000
Maruti,2016,52000,Diesel,Manual,First,27.39,1248,74,5,635000
Hyundai,2015,62000,Diesel,Manual,Second,24.4,1120,71,5,509999
Mahindra,2015,70000,Diesel,Automatic,First,16,2179,140,7,1100000
Volkswagen,2012,120000,Diesel,Manual,Second,20.54,1598,103.6,5,280000
Maruti,2017,61000,Diesel,Manual,First,26.59,1248,74,5,620000
Maruti,2015,110000,Diesel,Manual,Third,20.77,1248,88.76,7,650000
Hyundai,2008,60000,Petrol,Manual,Third,15,1086,66.6,5,155000
Maruti,2016,20000,Petrol,Manual,First,20.51,998,67.04,5,350000
Ford,2015,110000,Diesel,Manual,First,22.77,1498,98.59,5,551000
Maruti,1997,120000,Petrol,Manual,Second,16.1,796,37,4,50000
Mahindra,2016,30000,Diesel,Manual,Second,17.21,1493,100,7,403000
Mahindra,2019,40000,Diesel,Manual,First,17.3,1497,121,8,1300000
Toyota,2017,25538,Petrol,Manual,First,16.78,1496,88.73,5,625000
Maruti,2015,50000,Petrol,Manual,Second,22.74,796,47.3,5,210000
Hyundai,2012,30000,LPG,Manual,First,19.2,1086,68.05,5,350000
Maruti,2006,120000,LPG,Manual,Third,17.3,1061,57.5,5,110000
Maruti,2017,80000,Petrol,Manual,First,22,1197,81.8,5,700000
Tata,2014,110000,Diesel,Manual,Second,13.49,2179,138.03,5,440000
Maruti,2019,6500,Petrol,Automatic,First,21.21,1197,81.8,5,750000
Mahindra,2016,70000,Diesel,Manual,First,15.96,2523,63,9,550000
Ford,2011,180000,Diesel,Manual,Second,20,1399,68,5,130000
Honda,2017,57900,Diesel,Manual,First,21.9,1498,98.6,7,940000
Chevrolet,2016,53319,Diesel,Manual,First,25.44,936,56.3,5,375000
Tata,2015,120000,Diesel,Manual,Second,19.09,1405,69.01,5,295000
Tata,2011,35000,Petrol,Manual,First,15,1368,90,5,225000
Maruti,2012,90000,Petrol,Manual,Third,20.92,998,67.1,5,170000
Maruti,2009,70000,Petrol,Manual,Third,19.7,796,46.3,5,160000
Mahindra,2012,50000,Diesel,Manual,First,15.96,2523,62.1,7,420000
Maruti,2012,110000,Petrol,Manual,Third,20.92,998,67.1,5,204000
Tata,2012,70000,Diesel,Manual,Third,21.12,1248,88.8,5,300000
Jeep,2019,5000,Petrol,Automatic,First,16,1368,160.77,5,2100000
Mahindra,2015,140000,Diesel,Manual,First,16,2179,140,7,850000
Mahindra,2014,80000,Diesel,Manual,Second,15.1,2179,140,7,750000
Hyundai,2018,60000,Diesel,Manual,First,25.4,1186,73.97,5,530000
Maruti,2011,11000,Petrol,Manual,First,23.95,998,67.05,5,175000
Maruti,2008,152500,Diesel,Manual,First,17.8,1248,75,5,235000
BMW,2018,10000,Diesel,Automatic,First,22.48,1995,187.74,5,4000000
Volvo,2018,2000,Diesel,Automatic,First,16.8,1984,150,5,2475000
Hyundai,2016,42323,Diesel,Manual,First,21.19,1396,88.76,5,651000
Maruti,2015,60000,Diesel,Manual,First,25.47,1248,88.5,7,575000
Maruti,2009,50000,Petrol,Manual,First,19.7,796,46.3,5,135000
Maruti,2010,120000,Diesel,Manual,Second,19.3,1248,73.9,5,225000
Hyundai,2017,105000,Diesel,Manual,First,21.38,1396,88.7,5,1125000
Tata,2018,23000,Petrol,Manual,First,20.3,1199,84,5,550000
Maruti,2016,39000,Petrol,Manual,Third,20.51,998,67.04,5,380000
Mahindra,2015,100000,Diesel,Manual,First,16,2179,140,7,975000
Mahindra,2012,135000,Diesel,Manual,First,15.96,2523,62.1,7,450000
Hyundai,2012,83000,Petrol,Automatic,First,15.74,1591,121.3,5,475000
Hyundai,2016,70000,Diesel,Manual,First,19.67,1582,126.2,5,1100000
Maruti,2019,5621,Petrol,Automatic,First,22,1197,81.8,5,650000
Datsun,2019,40000,Petrol,Manual,First,19.02,1198,67.05,5,300000
Hyundai,2013,39000,Petrol,Manual,First,20.36,1197,78.9,5,229999
Mahindra,2017,40000,Diesel,Manual,First,18.49,1493,100,7,700000
Maruti,2019,5621,Petrol,Automatic,First,22,1197,81.8,5,650000
Ford,2013,48000,Diesel,Manual,Second,21.7,1498,98.96,5,475000
Volkswagen,2015,120000,Diesel,Manual,Second,20.34,1498,103.2,5,515000
Honda,2019,7032,Petrol,Automatic,First,19,1199,88.76,5,779000
Hyundai,2017,40000,Diesel,Manual,First,23.9,1582,126.2,5,750000
Hyundai,2017,56290,Diesel,Manual,First,24,1186,73.97,5,450000
Maruti,2011,185000,Diesel,Manual,Third,21.1,1248,73.9,5,185000
Hyundai,2014,146000,Diesel,Automatic,Second,13.01,2199,194.3,7,1050000
Maruti,2018,30000,Petrol,Automatic,Second,23.1,998,67.04,5,451999
Hyundai,2019,5000,Petrol,Manual,First,20.3,1086,68,5,500000
Maruti,2016,60000,Petrol,Manual,First,20.85,1197,83.14,5,459999
Maruti,2014,90000,Diesel,Manual,First,22.9,1248,74,5,530000
Hyundai,2011,75500,Diesel,Manual,Second,23,1396,90,5,395000
Ford,2017,40000,Petrol,Manual,Second,18.16,1196,86.8,5,370000
Maruti,2017,27000,Petrol,Manual,First,23.95,998,67.05,5,350000
Maruti,2017,40000,Petrol,Manual,First,20.89,1197,81.8,5,370000
Toyota,2012,110000,Diesel,Manual,First,23.59,1364,67.04,5,411000
Hyundai,2014,70000,Petrol,Manual,Second,21.1,814,55.2,5,170000
Maruti,2014,100000,Diesel,Manual,First,23.4,1248,74,5,511000
Tata,2019,30000,Petrol,Automatic,First,23.84,1199,83.83,5,550000
Hyundai,2018,25000,Petrol,Manual,First,20.3,998,68.05,5,350000
Honda,2013,120000,Petrol,Manual,Second,18,1198,86.7,5,300000
Mahindra,2013,60000,Diesel,Manual,Second,15.96,2523,62.1,7,400000
Tata,2011,35000,Petrol,Manual,First,15,1368,90,5,225000
Hyundai,2015,80000,Diesel,Manual,Second,24,1120,70,5,395000
Hyundai,2016,100000,Diesel,Manual,First,21.38,1396,88.7,5,725000
Maruti,2010,50000,Petrol,Manual,First,15,1586,104.68,5,300000
Chevrolet,2010,70000,Petrol,Manual,Second,18,995,62,5,90000
Mahindra,2013,120000,Diesel,Manual,Second,11.68,2498,112,7,450000
Chevrolet,2011,35000,Petrol,Manual,First,18,995,62,5,150000
Maruti,2017,50000,Diesel,Manual,First,28.4,1248,74.02,5,900000
Maruti,2015,20000,Petrol,Automatic,First,20.51,998,67,5,400000
Mahindra,2015,90000,Diesel,Manual,First,15.4,2523,75,9,720000
Hyundai,2008,55000,Petrol,Manual,Second,13.9,1599,103.2,5,114999
Hyundai,2017,60000,Diesel,Manual,First,21.38,1396,88.7,5,957000
Maruti,2016,50000,CNG,Manual,Second,26.6,998,58.16,5,300000
Honda,2012,49185,Petrol,Manual,First,16.8,1497,116.4,5,428000
Volkswagen,2011,140000,Petrol,Automatic,Second,14.4,1598,103.6,5,250000
Renault,2015,80000,Diesel,Manual,First,21.04,1461,83.8,8,690000
Maruti,2012,99000,Petrol,Manual,Second,15.5,1586,103.3,5,260000
Volvo,2019,20000,Diesel,Automatic,First,18,1969,190,5,3800000
Maruti,2013,58343,Petrol,Manual,First,21.79,998,67.05,5,225000
Tata,2012,60000,Diesel,Manual,First,22.3,1248,74,5,175000
Jeep,2019,22000,Petrol,Automatic,First,16,1368,160,5,1450000
Maruti,2013,60000,Petrol,Manual,Second,20.2,998,67.1,5,199000
Tata,2017,150000,Diesel,Manual,First,17.6,2179,153.86,7,1200000
Ford,2010,85568,Diesel,Manual,First,18.5,1399,68,5,185000
Toyota,2013,120000,Diesel,Manual,First,23.59,1364,67.06,5,325000
Maruti,2017,15000,Petrol,Manual,First,22,1197,81.8,5,610000
Nissan,2016,56832,Diesel,Manual,First,19.87,1461,83.14,5,495000
Mahindra,2014,70000,Diesel,Automatic,Second,11.79,2179,120,8,625000
Chevrolet,2006,94000,Petrol,Manual,Second,17.4,1599,104,5,190000
Honda,2019,7032,Petrol,Automatic,First,19,1199,88.76,5,779000
Hyundai,2015,50000,Petrol,Manual,First,21.1,814,55.2,5,235000
Maruti,2018,69779,Petrol,Automatic,First,22,1197,81.8,5,600000
Toyota,2010,120000,Diesel,Manual,Second,12.8,2494,102,8,525000
Maruti,2013,35000,Petrol,Manual,First,20.92,998,67.1,5,250000
Maruti,2010,176062,Diesel,Manual,First,17.8,1248,75,5,400000
Maruti,2019,25000,Diesel,Manual,First,28.4,1248,74.02,5,675000
Mahindra,2016,100000,Diesel,Manual,First,20.8,1461,64.1,5,750000
Tata,2011,200000,Diesel,Manual,Second,17,1405,71,5,200000
Maruti,2019,5000,Petrol,Manual,First,21.21,1197,81.8,5,610000
Honda,2008,70000,Petrol,Manual,Third,17.7,1497,78,5,150000
Toyota,2013,217000,Diesel,Manual,Second,12.99,2494,100.6,8,1050000
Maruti,2012,89000,Diesel,Manual,Second,23.2,1248,73.94,5,250000
Maruti,2015,28000,Petrol,Manual,First,20.52,1197,81.8,5,365000
Nissan,2014,120000,Diesel,Manual,Second,19.01,1461,108.5,5,525000
Tata,2011,80000,Diesel,Manual,First,17,1405,71,5,152000
Maruti,2015,72000,Petrol,Manual,First,15.37,1196,73,5,310000
Maruti,2017,70000,Petrol,Manual,First,15.37,1196,73,5,390000
Hyundai,2018,56000,Petrol,Manual,First,18.9,1197,81.86,5,450000
Tata,2004,40000,Diesel,Manual,Second,16.8,1405,62,5,100000
Mahindra,2014,50000,Diesel,Manual,Second,14,2523,75,9,655000
Hyundai,2018,15000,Petrol,Automatic,First,17.4,1197,81.86,5,750000
Maruti,2015,100000,Diesel,Manual,First,26.59,1248,74,5,600000
Hyundai,2017,50000,Petrol,Manual,First,21.1,814,55.2,5,270000
Maruti,2014,81000,Diesel,Manual,First,23.4,1248,74,5,438999
Honda,2018,8576,Petrol,Manual,First,18.7,1199,88.7,5,680000
Maruti,2015,80000,Diesel,Manual,First,26.59,1248,74,5,525000
Mahindra,2016,100000,Petrol,Manual,First,18.15,1198,82,5,400000
Hyundai,2017,20000,Petrol,Manual,First,18.9,1197,81.86,5,570000
Chevrolet,2015,197000,Diesel,Manual,First,13.58,2499,72.4,10,509999
Maruti,2019,5621,Petrol,Automatic,First,22,1197,81.8,5,650000
Honda,2008,120000,Petrol,Manual,Second,17,1497,118,5,229999
Tata,2007,150000,Diesel,Manual,Second,17.2,1396,53.5,5,85000
Mahindra,2016,120000,Diesel,Manual,First,15.96,2523,63,9,600000
Hyundai,2011,110000,Petrol,Manual,Second,19.81,1086,68.05,5,210000
Maruti,2017,60000,Diesel,Manual,First,25.2,1248,74,5,455000
Maruti,2004,57000,Petrol,Manual,Second,16.1,796,37,4,40000
Hyundai,2013,40000,Petrol,Manual,Second,21.1,814,55.2,5,290000
Mahindra,2015,64800,Diesel,Manual,First,15.1,2179,140,7,850000
Maruti,2012,70000,Petrol,Manual,First,19.7,796,46.3,5,145000
Maruti,2006,44000,Petrol,Manual,Second,16.1,1298,88.2,5,120000
Renault,2014,114000,Diesel,Manual,First,19.01,1461,108.45,5,600000
Hyundai,2019,27000,Diesel,Manual,First,21.38,1396,88.7,5,1050000
Honda,2014,79011,Petrol,Automatic,First,18,1497,117.3,5,635000
Hyundai,2015,160000,Diesel,Manual,First,24.4,1120,71.01,5,375000
Maruti,2010,20000,Petrol,Manual,First,19.7,796,46.3,5,165000
